biennials,bi-en-ni-als
challenger,chal-leng-er
prompter,prompt-er
yeas,yeas
monitors,mon-i-tors
sealions,sea--li-ons
rotisseries,ro-tis-ser-ies
forewomen,fore-wom-en
mononucleosis,mon-o-nu-cle-o-sis
duodena,du-o-de-na
wholeheartedly,whole--heart-ed-ly
marabou,mar-a-bou
temporizing,tem-po-riz-ing
oysterbank,oys-ter--bank
meliorating,mel-io-rat-ing
eyetooth,eye-tooth
ibidem,i-bi-dem
advantaged,ad-van-taged
philharmonic,phil-har-mon-ic
millwheels,mill-wheels
abjectly,ab-ject-ly
gaffs,gaffs
diagnostic,di-ag-nos-tic
divergency,di-ver-gen-cy
fourposter,four--post-er
substantives,sub-stan-tives
giantesses,gi-ant-ess-es
similitudes,si-mil-i-tudes
repayable,re-pay-a-ble
sceptic,scep-tic
partitive,par-ti-tive
municipally,mu-nic-i-pal-ly
inhibitedly,in-hib-it-ed-ly
secretiveness,se-cre-tive-ness
thankfulness,thank-ful-ness
nonprofit,non-prof-it
serfs,serfs
smelting,smelt-ing
romania,ro-ma-nia
timelimits,time--lim-its
bullyoff,bul-ly--off
libidinous,li-bid-i-nous
transpositions,trans-po-si-tions
mulcting,mulct-ing
dunces,dunc-es
pubcrawling,pub--crawl-ing
megalomaniac,meg-a-lo-ma-ni-ac
smashup,smash--up
morpheme,mor-pheme
blackball,black-ball
preponderate,pre-pon-der-ate
uninformed,un-in-formed
asymmetric,a-sym-met-ric
watersheds,wa-ter-sheds
tightropes,tight-ropes
unionization,un-ion-i-za-tion
gastroenteritis,gas-tro-en-ter-i-tis
moneyboxes,mon-ey-box-es
colombians,co-lom-bi-ans
bauxite,baux-ite
salubriousness,sa-lu-bri-ous-ness
recruit,re-cruit
disavowing,dis-a-vow-ing
picturebooks,pic-ture--books
vocals,vo-cals
freeholds,free-holds
hippocket,hip--pock-et
crumpets,crum-pets
fishhooks,fish--hooks
dynamically,dy-nam-i-cal-ly
inpatient,in--pa-tient
monoplanes,mon-o-planes
pubcrawls,pub--crawls
boners,bon-ers
callgirl,call--girl
chancellors,chan-cel-lors
goingovers,go-ing--o-vers
leastways,least-ways
hookah,hook-ah
backcloth,back-cloth
forgathered,for-gath-ered
mingier,min-gi-er
attractiveness,at-trac-tive-ness
musclebound,mus-cle--bound
overindulgence,o-ver--in-dul-gence
shoulderflash,shoul-der--flash
epidiascopes,ep-i-di-a-scopes
newsreaders,news-read-ers
backslid,back-slid
oilcans,oil-cans
nasally,na-sal-ly
virologist,vi-rol-o-gist
duodenum,du-o-de-num
crucifixions,cru-ci-fix-ions
premiered,pre-miered
scrappiness,scrap-pi-ness
fieldmouse,field-mouse
chauffeured,chauf-feured
premieres,pre-mieres
mra,mra
farinaceous,far-i-na-ceous
outbalances,out-bal-anc-es
cyclically,cy-cli-cal-ly
discoverer,dis-cov-er-er
riling,ril-ing
podiums,po-di-ums
fandangos,fan-dan-gos
scoreboard,score-board
roundups,round-ups
outbalanced,out-bal-anced
outridden,out-rid-den
sheepdogs,sheep-dogs
phizes,phiz-es
rehousing,re-hous-ing
blessedly,bless-ed-ly
planless,plan-less
industrialize,in-dus-tri-al-ize
distaff,dis-taff
filipinos,fil-i-pi-nos
recusants,re-cu-sants
pollsters,poll-sters
sketchbooks,sketch-books
armouries,ar-mour-ies
underlays,un-der-lays
nuthouse,nut-house
crevasses,cre-vass-es
geegees,gee--gees
beleaguers,be-lea-guers
tousles,tou-sles
madwomen,mad-wom-en
springcleaning,spring--clean-ing
bifurcation,bi-fur-ca-tion
reprints,re-prints
ploughmen,plough-men
baits,baits
hoed,hoed
smilingly,smil-ing-ly
forwent,for-went
incarcerated,in-car-cer-at-ed
lightminded,light--mind-ed
winepresses,wine-press-es
shrikes,shrikes
acrobatically,ac-ro-bat-i-cal-ly
peregrinates,per-e-gri-nates
dustcoats,dust-coats
staffed,staffed
honeydew,hon-ey-dew
canoodle,ca-noo-dle
methylating,meth-yl-at-ing
leaseholders,lease-hold-ers
rollicking,rol-lick-ing
encrustation,en-crus-ta-tion
altercation,al-ter-ca-tion
gazette,ga-zette
inoculating,in-oc-u-lat-ing
overjealous,o-ver--jeal-ous
intonations,in-to-na-tions
thorniest,thorn-i-est
pettifog,pet-ti-fog
clinketyclank,clink-e-ty--clank
thundercloud,thun-der-cloud
smallholding,small-hold-ing
pesos,pe-sos
pianolas,pi-a-no-las
toting,tot-ing
clipboards,clip-boards
decoke,de-coke
hydrate,hy-drate
emigrant,em-i-grant
stouter,stout-er
highpressuring,high--pres-sur-ing
scotfree,scot--free
burglaralarm,bur-glar--a-larm
sparseness,sparse-ness
wellbalanced,well--bal-anced
banteringly,ban-ter-ing-ly
invitingly,in-vit-ing-ly
despond,de-spond
fencers,fenc-ers
tattooist,tat-too-ist
hybrids,hy-brids
prearrangement,pre-ar-range-ment
hussies,hus-sies
inexpensively,in-ex-pen-sive-ly
promptness,prompt-ness
merriest,mer-ri-est
slogger,slog-ger
jeweller,jew-el-ler
imitatively,im-i-ta-tive-ly
muzzling,muz-zling
anglophiles,an-glo-philes
undercuts,un-der-cuts
scrimping,scrimp-ing
gloryholes,glo-ry--holes
pekes,pekes
overjoy,o-ver-joy
shrimped,shrimped
towelrail,tow-el--rail
encyclical,en-cyc-li-cal
anomalously,a-nom-a-lous-ly
goasyouplease,go--as--you--please
krona,kro-na
placenames,place--names
impugn,im-pugn
krone,kro-ne
substations,sub-sta-tions
discontinuing,dis-con-tin-u-ing
solaced,sol-aced
crossexamining,cross--ex-am-in-ing
sanatoria,san-a-to-ri-a
ladida,la--di--da
wantads,want--ads
midwives,mid-wives
skiers,ski-ers
solaces,sol-ac-es
hardiest,har-di-est
strikebound,strike-bound
offbeat,off-beat
scud,scud
blinkers,blink-ers
disfranchised,dis-fran-chised
bucolics,bu-col-ics
necklets,neck-lets
nevernever,nev-er--nev-er
misanthrope,mis-an-thrope
skittishness,skit-tish-ness
anarchistically,an-ar-chis-ti-cal-ly
petunia,pe-tu-nia
platefuls,plate-fuls
misanthropy,mis-an-thro-py
freezingpoint,freez-ing--point
pillowcases,pil-low-cas-es
paraguayans,par-a-guay-ans
oculists,oc-u-lists
tenementhouses,ten-e-ment--hous-es
finks,finks
contortions,con-tor-tions
aphis,a-phis
turfing,turf-ing
steamiest,steam-i-est
codded,cod-ded
enigmatical,en-ig-mat-i-cal
meteorological,me-te-or-o-log-i-cal
fireboxes,fire-box-es
yesman,yes--man
bestridden,be-strid-den
jujitsu,ju-jit-su
snappier,snap-pi-er
squatter,squat-ter
desalinate,de-sal-i-nate
nacelle,na-celle
copyrighting,cop-y-right-ing
hardbacked,hard-backed
shootingsticks,shoot-ing--sticks
hegemonies,he-gem-o-nies
growler,growl-er
oiliest,oil-i-est
typhus,ty-phus
electrification,e-lec-tri-fi-ca-tion
metaphysically,met-a-phys-i-cal-ly
ammeter,am-me-ter
daemonically,dae-mon-i-cal-ly
disburdened,dis-bur-dened
preponderantly,pre-pon-der-ant-ly
pugdog,pug--dog
volubility,vol-u-bil-i-ty
skiplanes,ski--planes
disputing,dis-put-ing
overruling,o-ver-rul-ing
tarmacadamed,tar-mac-ad-amed
prostituting,pros-ti-tut-ing
laundering,laun-der-ing
stunk,stunk
staidness,staid-ness
fustiest,fus-ti-est
cotenant,co--ten-ant
swiz,swiz
superficialities,su-per-fi-ci-al-i-ties
layby,lay-by
headpiece,head-piece
learnedly,learn-ed-ly
mainmasts,main-masts
elevenths,e-lev-enths
annually,an-nu-al-ly
clambake,clam-bake
cuckooclocks,cuck-oo--clocks
interbreeds,in-ter-breeds
unmentionable,un-men-tion-a-ble
superabounded,su-per-a-bound-ed
palominos,pal-o-mi-nos
envoys,en-voys
unequalness,un-e-qual-ness
zealously,zeal-ous-ly
fowlpest,fowl-pest
pursuance,pur-su-ance
floppiest,flop-pi-est
seapower,sea--pow-er
guying,guy-ing
plainswoman,plains-wom-an
rinderpest,rin-der-pest
regina,re-gi-na
kaiser,kai-ser
honorarium,hon-o-rar-i-um
mesons,me-sons
doublebedded,dou-ble--bed-ded
midoff,mid--off
knobbles,knob-bles
licensing,li-cens-ing
revivify,re-viv-i-fy
regimentals,reg-i-men-tals
carefulness,care-ful-ness
burthens,bur-thens
indestructibly,in-de-struct-i-bly
mandrake,man-drake
rentable,rent-a-ble
leatherette,leath-er-ette
underpayment,un-der-pay-ment
casuals,cas-u-als
muggins,mug-gins
closedowns,close-downs
ruddles,rud-dles
benzol,ben-zol
allpowerful,all--pow-er-ful
golddiggers,gold--dig-gers
selflocking,self--lock-ing
antibody,an-ti-bod-y
ruddled,rud-dled
mortising,mor-tis-ing
bloodvessel,blood--ves-sel
trochaics,tro-cha-ics
squeakier,squeak-i-er
ambrosia,am-bro-sia
minedetector,mine--de-tec-tor
shammed,shammed
shags,shags
autogiros,au-to-gi-ros
pitot,pi-tot
qualifying,qual-i-fy-ing
barnstorms,barn-storms
ordinate,or-di-nate
chuckersout,chuck-ers--out
piton,pi-ton
allergic,al-ler-gic
fishslice,fish--slice
foxhunters,fox-hunt-ers
manipulative,ma-nip-u-la-tive
excogitating,ex-cog-i-tat-ing
omelet,om-e-let
pervasively,per-va-sive-ly
drachmae,drach-mae
waterworn,wa-ter--worn
poulterer,poul-ter-er
corporately,cor-po-rate-ly
commutating,com-mu-tat-ing
batiste,ba-tiste
intents,in-tents
fusions,fu-sions
transporters,trans-port-ers
dribblers,drib-blers
eurhythmic,eu-rhyth-mic
decimalization,dec-i-mal-i-za-tion
upmarket,up--mar-ket
prescripts,pre-scripts
confab,con-fab
hotbeds,hot-beds
crampon,cram-pon
appraising,ap-prais-ing
housework,house-work
terminating,ter-mi-nat-ing
roadbooks,road--books
evildoers,e-vil-do-ers
treks,treks
tamoshanters,tam--o--shan-ters
periphrastically,per-i-phras-ti-cal-ly
plushier,plush-i-er
righthandedly,right--hand-ed-ly
washrooms,wash-rooms
unputdownable,un-put-down-a-ble
poof,poof
freakishness,freak-ish-ness
titillating,tit-il-lat-ing
insertions,in-ser-tions
loyally,loy-al-ly
roasters,roast-ers
congregationalists,con-gre-ga-tion-al-ists
smooch,smooch
wizening,wiz-en-ing
corer,cor-er
townsmen,towns-men
evilmindedness,e-vil--mind-ed-ness
misnomer,mis-no-mer
blethers,bleth-ers
jesters,jest-ers
bombsite,bomb-site
semantic,se-man-tic
espies,es-pies
dispersals,dis-per-sals
pique,pique
wychelm,wych--elm
pipsqueak,pip-squeak
christmastree,christ-mas--tree
tomfooleries,tom-fool-er-ies
cockade,cock-ade
conger,con-ger
astrophysicists,as-tro-phys-i-cists
palmist,palm-ist
powerboats,pow-er-boats
dubiousness,du-bi-ous-ness
procurable,pro-cur-a-ble
portraitists,por-trait-ists
croquette,cro-quette
workpeople,work-peo-ple
chartering,char-ter-ing
pledges,pledg-es
patently,pat-ent-ly
begon,be-gon
refractions,re-frac-tions
descants,des-cants
frizzier,friz-zi-er
sexily,sex-i-ly
terpsichoreans,terp-si-cho-re-ans
anarchical,an-ar-chi-cal
outtalked,out-talked
supinely,su-pine-ly
emus,e-mus
phosphoresces,phos-pho-resc-es
saboteur,sab-o-teur
tempestuously,tem-pes-tu-ous-ly
tendril,ten-dril
busing,bus-ing
skive,skive
machinated,mach-i-nat-ed
stubblier,stub-bli-er
cachets,ca-chets
mikado,mi-ka-do
enfeeble,en-fee-ble
enjoin,en-join
befriends,be-friends
jointing,joint-ing
envisions,en-vi-sions
markswomen,marks-wom-en
machinates,mach-i-nates
dissertation,dis-ser-ta-tion
disallowing,dis-al-low-ing
jarfuls,jar-fuls
mudbath,mud--bath
exhilaratingly,ex-hil-a-rat-ing-ly
adieux,a-dieux
microbiology,mi-cro-bi-ol-o-gy
microbiologists,mi-cro-bi-ol-o-gists
bestrid,be-strid
scenting,scent-ing
veterinarians,vet-er-i-nar-i-ans
tarmacadaming,tar-mac-ad-am-ing
receptively,re-cep-tive-ly
burglarize,bur-glar-ize
impoverishing,im-pov-er-ish-ing
platepowder,plate--pow-der
jollities,jol-li-ties
kronor,kro-nor
eventful,e-vent-ful
outdistance,out-dis-tance
goodfornothing,good--for--noth-ing
greaseguns,grease--guns
timekeepers,time-keep-ers
outgrowth,out-growth
cathartic,ca-thar-tic
seabathing,sea--bath-ing
twosteps,two--steps
holdover,hold-o-ver
magniloquently,mag-nil-o-quent-ly
prestidigitators,pres-ti-dig-i-ta-tors
metabolizes,me-tab-o-liz-es
brolly,brol-ly
adenoidally,ad-e-noid-al-ly
synchroflash,syn-chro-flash
campfollowers,camp--fol-low-ers
asexually,a-sex-u-al-ly
grundy,grun-dy
hobbyhorses,hob-by-hors-es
reafforested,re-af-for-est-ed
somersaulting,som-er-sault-ing
gamiest,gam-i-est
concatenate,con-cat-e-nate
crookbacked,crook--backed
coiffure,coif-fure
moodiness,mood-i-ness
lineups,line--ups
execrate,ex-e-crate
musingly,mus-ing-ly
squib,squib
fussed,fussed
sodacracker,so-da--crack-er
puerperium,pu-er-pe-ri-um
italicize,i-tal-i-cize
suppurates,sup-pu-rates
titillates,tit-il-lates
consortia,con-sor-ti-a
aircooled,air--cooled
suppurated,sup-pu-rat-ed
titillated,tit-il-lat-ed
disjointedly,dis-joint-ed-ly
outworkers,out-work-ers
conductress,con-duc-tress
curlingtongs,curl-ing--tongs
cryptographically,cryp-to-graph-i-cal-ly
publicist,pub-li-cist
twotimers,two--tim-ers
legroom,leg-room
cubism,cub-ism
semiofficial,sem-i--of-fi-cial
punker,punk-er
stymie,sty-mie
charcoalburners,char-coal--burn-ers
utilize,u-ti-lize
surpassed,sur-passed
cookhouse,cook-house
individualistic,in-di-vid-u-al-is-tic
jihads,ji-hads
winching,winch-ing
anathematize,a-nath-e-ma-tize
skirmishers,skir-mish-ers
sequentially,se-quen-tial-ly
copiously,co-pi-ous-ly
conflations,con-fla-tions
malcontented,mal-con-tent-ed
misnames,mis-names
thickheaded,thick-head-ed
overgrowths,o-ver-growths
diabolically,di-a-bol-i-cal-ly
mangosteen,man-go-steen
roundtrip,round--trip
cataclysmic,cat-a-clys-mic
roommates,room-mates
raciness,rac-i-ness
narwhal,nar-whal
wifelier,wife-li-er
peonage,pe-on-age
willowtrees,wil-low--trees
icbm,icbm
elocutionary,el-o-cu-tion-ar-y
snottiest,snot-ti-est
differed,dif-fered
eggbound,egg--bound
tapemeasures,tape--meas-ures
afforestation,af-for-est-a-tion
fishingrod,fish-ing--rod
tarbooshes,tar-boosh-es
permissibly,per-mis-si-bly
outbidden,out-bid-den
electives,e-lec-tives
safetyfactors,safe-ty--fac-tors
charismas,cha-ris-mas
palliating,pal-li-at-ing
permissible,per-mis-si-ble
outsailed,out-sailed
impostures,im-pos-tures
dogwatch,dog-watch
obligates,ob-li-gates
freebies,free-bies
lowbrows,low-brows
fairs,fairs
jovialities,jo-vi-al-i-ties
heptagonal,hep-tag-o-nal
shiftiest,shift-i-est
humpbacks,hump-backs
bethinks,be-thinks
ballistics,bal-lis-tics
seismic,seis-mic
nickelplate,nick-el--plate
exasperates,ex-as-per-ates
circumcises,cir-cum-cis-es
cragsmen,crags-men
inactivates,in-ac-ti-vates
shrives,shrives
slushiest,slush-i-est
jesuitical,jes-u-it-i-cal
malcontents,mal-con-tents
illstarred,ill--starred
stockcubes,stock--cubes
stagily,stag-i-ly
inactivated,in-ac-ti-vat-ed
overturns,o-ver-turns
coloureds,col-oureds
chummed,chummed
preventatives,pre-ven-ta-tives
iciest,i-ci-est
bloodtransfusions,blood--trans-fu-sions
threestorey,three--sto-rey
turnout,turn-out
eggcup,egg-cup
housewifery,house-wif-er-y
millenarians,mil-le-nar-i-ans
leftwing,left--wing
higherclass,high-er--class
zoophyte,zo-o-phyte
picnicking,pic-nick-ing
incubates,in-cu-bates
stridulates,strid-u-lates
knickerbockers,knick-er-bock-ers
malfeasant,mal-fea-sant
threestoreyed,three--sto-reyed
stridulated,strid-u-lat-ed
astigmatic,as-tig-mat-ic
rewires,re-wires
callboxes,call--box-es
teamsters,team-sters
seafaring,sea-far-ing
fingerboards,fin-ger-boards
horsy,hors-y
rewired,re-wired
overstaying,o-ver-stay-ing
demystify,de-mys-ti-fy
outrange,out-range
houndstooth,hounds--tooth
autographing,au-to-graph-ing
vitalizes,vi-tal-iz-es
shoestrings,shoe-strings
vitalized,vi-tal-ized
breadbasket,bread-bas-ket
beanfeast,bean--feast
refrigerating,re-frig-er-at-ing
abortionists,a-bor-tion-ists
mooed,mooed
contraception,con-tra-cep-tion
filature,fil-a-ture
tearfully,tear-ful-ly
constructors,con-struc-tors
deflationary,de-fla-tion-ar-y
greybeards,grey-beards
townswomen,towns-wom-en
gunsmith,gun-smith
appliqueing,ap-pli-que-ing
boorish,boor-ish
thingmajigs,thing-ma-jigs
salesgirls,sales-girls
bellylaughed,bel-ly--laughed
vivaciousness,vi-va-cious-ness
barmy,barm-y
curatorship,cu-ra-tor-ship
itemizes,i-tem-iz-es
arks,arks
fibrositis,fi-bro-si-tis
multilingual,mul-ti-lin-gual
bedaubs,be-daubs
spaciously,spa-cious-ly
apposite,ap-po-site
ballyhoo,bal-ly-hoo
blazoning,bla-zon-ing
outpatients,out-pa-tients
defencelessness,de-fence-less-ness
animadverting,an-i-mad-vert-ing
insipidity,in-si-pid-i-ty
intercepting,in-ter-cept-ing
naively,na-ive-ly
dissemble,dis-sem-ble
counterplot,coun-ter-plot
ennoble,en-no-ble
bovril,bov-ril
testdrove,test--drove
muddiest,mud-di-est
hoverer,hov-er-er
accouchements,ac-couche-ments
miasmas,mi-as-mas
distressing,dis-tress-ing
predilections,pre-di-lec-tions
theologically,the-o-log-i-cal-ly
omening,o-men-ing
kales,kales
anguillan,an-guil-lan
launders,laun-ders
telepathists,te-lep-a-thists
hallooing,hal-loo-ing
queenliest,queen-li-est
bidets,bi-dets
adlib,ad--lib
sportseditor,sports--ed-i-tor
retaliation,re-tal-i-a-tion
longestrange,long-est--range
unsaddle,un-sad-dle
hypo,hy-po
determiners,de-ter-min-ers
gatehouses,gate-hous-es
chaster,chast-er
doctrinaire,doc-tri-naire
eschatological,es-cha-to-log-i-cal
gaudier,gaud-i-er
gaudies,gaud-ies
stockades,stock-ades
clothesmoths,clothes--moths
burkes,burkes
seniority,sen-ior-i-ty
burked,burked
mediators,me-di-a-tors
gouda,gou-da
shinnies,shin-nies
crosseyed,cross-eyed
miasmal,mi-as-mal
colonialists,co-lo-ni-al-ists
breakups,break-ups
footling,foo-tling
footplate,foot-plate
daftest,daft-est
intensities,in-ten-si-ties
vitalize,vi-tal-ize
interjection,in-ter-jec-tion
bloodtypes,blood--types
stagnation,stag-na-tion
pedagogic,ped-a-gog-ic
moults,moults
conjoin,con-join
frigidly,frig-id-ly
confabulating,con-fab-u-lat-ing
pshaw,pshaw
restiveness,res-tive-ness
aggrieve,ag-grieve
rightdown,right--down
selfconscious,self--con-scious
sprat,sprat
substation,sub-sta-tion
smokescreens,smoke-screens
visavis,vis--a--vis
bathingcaps,bath-ing--caps
gasmeter,gas--me-ter
cashing,cash-ing
chastising,chas-tis-ing
convertibility,con-vert-i-bil-i-ty
canadians,ca-na-di-ans
innovating,in-no-vat-ing
hairdressing,hair-dress-ing
blackjacks,black-jacks
lychgate,lych-gate
matchpoint,match--point
reticulates,re-tic-u-lates
weltered,wel-tered
solvency,sol-ven-cy
proton,pro-ton
sublease,sub-lease
shinned,shinned
campanile,cam-pa-ni-le
togolese,to-go-lese
peerages,peer-ag-es
pleasurecraft,pleas-ure--craft
lecturers,lec-tur-ers
debouches,de-bouch-es
loyallest,loy-al-lest
tailgates,tail-gates
naturalness,nat-u-ral-ness
prevaricator,pre-var-i-ca-tor
irresponsibility,ir-re-spon-si-bil-i-ty
sungods,sun--gods
shinier,shin-i-er
debouched,de-bouched
zizz,zizz
slummier,slum-mi-er
inadmissibly,in-ad-mis-si-bly
knockup,knock--up
brusqueness,brusque-ness
slipstreams,slip-streams
ganglion,gan-gli-on
jackplanes,jack--planes
funerary,fu-ner-ar-y
queened,queened
towncrier,town--cri-er
helpmates,help-mates
cheerier,cheer-i-er
discreditably,dis-cred-it-a-bly
steeplechases,stee-ple-chas-es
icepack,ice-pack
runningboards,run-ning--boards
fomented,fo-ment-ed
substantiates,sub-stan-ti-ates
invocations,in-vo-ca-tions
speleologist,spe-le-ol-o-gist
playacts,play--acts
leys,leys
characteristically,char-ac-ter-is-ti-cal-ly
kinswomen,kins-wom-en
hooters,hoot-ers
forelegs,fore-legs
laundromats,laun-dro-mats
wagering,wa-ger-ing
excruciates,ex-cru-ci-ates
smacker,smack-er
shootingboxes,shoot-ing--box-es
excruciated,ex-cru-ci-at-ed
muckier,muck-i-er
grans,grans
mercerizes,mer-cer-iz-es
nutmegs,nut-megs
efficacities,ef-fi-cac-i-ties
gillies,gil-lies
clockwatcher,clock--watch-er
confuting,con-fut-ing
outfoxing,out-fox-ing
mercerized,mer-cer-ized
energizing,en-er-giz-ing
erectly,e-rect-ly
larches,larch-es
chickenpox,chick-en-pox
slanging,slang-ing
billetsdoux,bil-lets--doux
turbulences,tur-bu-lenc-es
indispensability,in-dis-pen-sa-bil-i-ty
mileometers,mile-om-e-ters
marxistleninist,marx-ist--len-in-ist
gamebags,game--bags
dissimilarity,dis-sim-i-lar-i-ty
leatherjacket,leath-er--jack-et
rapscallions,rap-scal-lions
enrols,en-rols
drowsiest,drow-si-est
accrediting,ac-cred-it-ing
cloakanddagger,cloak--and--dag-ger
romanticize,ro-man-ti-cize
pillory,pil-lo-ry
seamanlike,sea-man-like
devastatingly,dev-as-tat-ing-ly
heavyhanded,heav-y--hand-ed
doggoned,dog-goned
